;Name;Genre;City;Status
2030;Epilepsy;Thrash Metal;Boa Vista, Roraima;Split-up
2031;Epiphany;Symphonic Black Metal;Serra, Espírito Santo;Active
2032;Epitaph;Heavy Metal;Florianópolis, Santa Catarina;Changed name
2033;Epitaph;Heavy Metal;Porto Alegre, Rio Grande do Sul;Active
2034;Epoch of Hate;Death Metal;Caruaru, Pernambuco;Active
2035;Epydemyc;Death Metal;Uberlândia, Minas Gerais;Active
2036;Equilateral Equine;Heavy/Thrash Metal;Florianópolis, Santa Catarina;Active
2037;Equillibrium;Black Metal;Jaboatão dos Guararapes, Pernambuco;Active
2038;Eraprofana;Blackened Death Metal;Fortaleza, Ceará;Active
2039;Erasy;Sludge/Stoner/Doom Metal;Feira de Santana, Bahia;Active
2040;Erebo;Brutal Death Metal;Pedro Leopoldo, Minas Gerais;Active
2041;Ereboros;Death Metal;Rio de Janeiro, Rio de Janeiro;Active
2042;Ergus;Symphonic Metal;Rio de Janeiro;Active
2043;Eridanus;Heavy Metal;Porto Alegre, Rio Grande do Sul;Split-up
2044;Eris Maestus;Black Metal;São Paulo, São Paulo;Split-up
2045;Eroc;Thrash/Death Metal;Recife, Pernambuco;Active
2046;Eros;Thrash Metal;Itaboraí, Rio de Janeiro;Active
2047;Erosion;Heavy Metal;Brasília, Distrito Federal;Changed name
2048;Erosive Exhumation;Death Metal;Rio de Janeiro, Rio de Janeiro;Split-up
2049;Erotic Funeral;Death Metal;Viamão, Rio Grande do Sul;Unknown
2050;Errana;Gothic Metal;São Paulo, São Paulo;Active
2051;Errante;Stoner/Doom/Sludge Metal;Itaperuna, Rio de Janeiro;Active
2052;Error;Thrash/Groove Metal;Foz do Iguaçu, Paraná;Unknown
2053;Erzsébet;Symphonic Black/Gothic Metal;Curitiba, Paraná;Active
2054;Escafandro;Black/Death Metal;Ponta Porã, Mato Grosso do Sul;Active
2055;Escalpo;Death Metal/Punk;Rio Claro, São Paulo;Active
2056;Escape;Heavy Metal;São João del-Rei, Minas Gerais;Active
2057;Escape Project;Heavy/Groove/Thrash Metal;Rio de Janeiro;Active
2058;Escaras;Thrash Metal/Crossover;Rio Claro, São Paulo;Active
2059;Escaravelho do Diabo;Black Metal;Araguari, Minas Gerais;Active
2060;Escarlate;Death Metal;Brasília, Distrito Federal;Active
2061;Escarna;Death/Thrash Metal with Hardcore influences;Uberlândia, Minas Gerais;On hold
2062;Escarnium;Death Metal;Salvador, Bahia;Active
2063;Escarnnia;Death Metal;Palmas, Tocantins;Active
2064;Escarpus;Heavy Metal;Belo Horizonte, Minas Gerais;Unknown
2065;Escasso;Black/Death/Thrash Metal;;Active
2066;Eschaton;Death/Thrash Metal;Anápolis, Goiás;Split-up
2067;Escola Alemã;Black/Thrash Metal;Goiania, Goiás;Active
2068;Escombro A.V.;Black Metal;Guarulhos, São Paulo;Active
2069;Escorbuto;Black Metal;Jundiaí, São Paulo;Active
2070;Escória;Crust Punk/Thrash Metal;Ilha do Governador, Rio de Janeiro;Split-up
2071;Escrófula;Brutal Death Metal;Duque de Caxias, Rio de Janeiro;Split-up
2072;Escrotos;Thrash Metal/Hardcore;Teresina, Piauí;Active
2073;Escuridade;Doom Metal;Itaí, São Paulo;Active
2074;Escuridão;Black/Death Metal;Colatina / Serra / Vila Velha, Espírito Santo;Active
2075;Escuridão Atordoante;Raw Black Metal;Natal, Rio Grande do Norte;Active
2076;Escvro;Black Metal;Piraju, São Paulo;Active
2077;Esdrelon;Thrash Metal;ABC Paulista, São Paulo;Active
2078;Esfincteralgia;Death Metal;Porto Alegre, Rio Grande do Sul;Active
2079;Esfinge;Thrash Metal;São Bernardo do Campo / Santo André, São Paulo;Changed name
2080;Esfola Crânio;Thrash Metal;Barra do Piraí, Rio de Janeiro;Split-up
2081;Esgaroth;Black Metal;São Paulo, São Paulo;Changed name
2082;Esgrotum;Black Metal;Brasília, Distrito Federal;Unknown
2083;Eskröta;Crossover/Thrash Metal;Rio Claro / São Carlos, São Paulo;Active
2084;Esmurrugador;Black/Thrash Metal;Rio Grande do Sul;Active
2085;Espada Negra;Heavy Metal;Sete Lagoas, Minas Gerais;Unknown
2086;Espancando Cristo;Grindcore/Crust Punk;Natal, Rio Grande do Norte;Split-up
2087;Especievil;Heavy/Doom Metal;Salvador, Bahia;Active
2088;Espectro;Heavy/Doom Metal;Curitiba, Paraná;Active
2089;Espectro Tenebroso;Black Metal;;Active
2090;EspectrosQuasar;Stoner Metal;Dourados, Mato Grosso do Sul;Split-up
2091;Espectrovulto;Heavy Metal/Hard Rock;Curitiba, Paraná;Active
2092;Espera XIII;Melodic Black/Death Metal;São Paulo, São Paulo;Changed name
2093;Espírito Sou;Symphonic/Heavy Metal;;Unknown
2094;Espíritos da Floresta;Black Metal;São Paulo, São Paulo;Unknown
2095;Espiritual;Death Metal;Foz do Iguaçu, Paraná;Active
2096;Esquife;Black Metal;Minas Gerais, Belo Horizonte;Split-up
2097;Essência Ancestral;Black Metal;Salvador, Bahia;Active
2098;Essência Insana;Thrash/Black Metal;Campos Sales, Ceará;Active
2099;Estado Revoltoso;Death/Black Metal;Valparaíso de Goiás, Goiás;Active
2100;Estado Terminal;Thrash Metal/Crossover;Santarém, Pará;Unknown
2101;Ester;Doom/Death Metal;Monte Carmelo, Minas Gerais;Split-up
2102;Estoque;Thrash Metal/Crossover;Curitiba, Parana;Unknown
2103;Estrada para o Nada;Black Metal;São Paulo, São Paulo;Active
2104;Estuprando o Nazareno;Black Metal;Salvador, Bahia;Unknown
2105;Esylium;Heavy Metal;São Bernardo do Campo, São Paulo;Active
2106;Eterna;Heavy/Power Metal;São Paulo, Sao Paulo;Active
2107;Eternal;Heavy Metal;Brasília, Distrito Federal;Changed name
2108;Eternal Abyss;Doom/Heavy Metal;São José dos Campos, São Paulo;Changed name
2109;Eternal Blaze;Black Metal;Teófilo Otoni, Minas Gerais;Split-up
2110;Eternal Crossing;Melodic Death Metal/Metalcore;Belo Horizonte, Minas Gerais;Changed name
2111;Eternal Dark;Black Metal;Curitiba, Paraná;Unknown
2112;Eternal Darkness;Black Metal;Mairiporã, São Paulo;Split-up
2113;Eternal Darkness DCLXVI;Black Metal;Belém, Pará;Active
2114;Eternal Desolation;Death/Doom Metal;Rio de Janeiro, Rio de Janeiro;On hold
2115;Eternal Devastation;Death/Thrash Metal;Goiania, Goias;Split-up
2116;Eternal Ember;Heavy Metal;Rio do Sul, Santa Catarina;Split-up
2117;Eternal Fall;Doom/Death Metal;Belo Horizonte, Minas Gerais;Active
2118;Eternal Fate;Power/Heavy Metal;Itu, São Paulo;Changed name
2119;Eternal Knight;Heavy Metal;Caxias do Sul, Rio Grande do Sul;Active
2120;Eternal Malediction;Progressive Black/Death Metal;Osasco, São Paulo;On hold
2121;Eternal Martyr;Black Metal;Fortaleza, Ceará;On hold
2122;Eternal Necrosys;Brutal Death Metal;Belém, Pará;Changed name
2123;Eternal Prison;Thrash Metal;Natal, Rio Grande do Norte;Split-up
2124;Eternal Putrefaction;Death Metal;Tupã, São Paulo;Split-up
2125;Eternal Rage;Thrash Metal;São José do Rio Preto, São Paulo;Split-up
2126;Eternal Sacrifice;Epic Black Metal;Salvador, Bahia;Active
2127;Eternal Saviour;Gothic Metal;Caieiras, São Paulo;Active
2128;Eternal Silencer;Depressive Black Metal;Gravatá, Pernambuco;Active
2129;Eternal Solitude;Death/Doom Metal;Franca, São Paulo;Active
2130;Eternal Sorrow;Gothic/Doom Metal;Curitiba, Paraná;Active
2131;Eternal Storm;Symphonic Black Metal;Carlos Barbosa, Rio Grande do Sul;Split-up
2132;Eternal Torture;Death Metal;Belo Horizonte, Minas Gerais;Split-up
2133;Eternal Violence;Thrash Metal;Teresina, Piauí­;Active
2134;Eternity Rage;Black/Death Metal;Jundiaí, São Paulo;Split-up
2135;Eterno;Death Metal;Brasília, Distrito Federal;Changed name
2136;Eternus;Black Metal;São Paulo, São Paulo;Unknown
2137;Eternyx;Symphonic/Gothic Metal;Rio de Janeiro, Rio de Janeiro;Split-up
2138;Ethan;Black Metal;Santo André, São Paulo;Changed name
2139;Ethan;Black Metal;Araçatuba, São Paulo;Split-up
2140;Ethel Hunter;Death Metal;Curitiba, Paraná;Active
2141;Ethereal Embrace;Melodic Death/Doom Metal;Santa Maria, Rio Grande do Sul;Active
2142;Etherpale;Black/Doom Metal;Rio Grande, Rio Grande do Sul;Active
2143;Etrom;Thrash Metal;Ribeirão Preto, São Paulo;Active
2144;Etrom;Raw Black Metal;;Unknown
2145;Eu Me Tornei o Sol;Black Metal;Novo Hamburgo, Rio Grande do Sul;Active
2146;Eufrattes;Black Metal;;Active
2147;Euphoriall;Power/Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
2148;Eutanase;Thrash Metal;Manaus, Amazonas;Active
2149;Evals Mess Insane;Thrash/Death Metal;Nova Odessa, São Paulo;Active
2150;Eve Desire;Symphonic Metal;"São Paulo, Brazil (early); Buenos Aires, Argentina (later)";Active
2151;EvenDusk;Symphonic Metal;São Paulo, São Paulo;Active
2152;Evenfall;Doom/Death Metal;;Unknown
2153;Evening Star;Heavy Metal;Salvador, Bahia;Active
2154;Ever Down;Melodic Death/Gothic Metal;Teresina, Piauí;Split-up
2155;Evernoise;Melodic Death Metal/Metalcore;São Paulo, São Paulo;Active
2156;Eversor;Death/Thrash Metal;São Paulo, São Paulo;Split-up
2157;Evictus;Melodic Doom Metal;Vitória, Espírito Santo;Active
2158;Evil;Black Metal;São Paulo, São Paulo;Split-up
2159;Evil Becomes Nightmare;Black Metal;Minas Gerais;Active
2160;Evil Church;Black Metal;Fortaleza, Ceará;Split-up
2161;Evil Corpse;Thrash Metal;Águas Lindas de Goiás, Goiás;Active
2162;Evil Cult;Black Metal;Dois Vizinhos, Paraná;Split-up
2163;Evil Devastation;Black Metal;Salvador, Bahia;Active
2164;Evil Domain;Death Metal;Itajaí, Santa Catarina;Split-up
2165;Evil Emperor;Black/Death Metal;Porto Alegre, Rio Grande do Sul;Active
2166;Evil Empire;Black Metal;Natal, Rio Grande do Norte;Active
2167;Evil Exorcist;Black/Thrash Metal;Curitiba, Paraná;Split-up
2168;Evil Inside;Melodic Death Metal;Rio de Janeiro, Rio de Janeiro;Active
2169;Evil Invaders;Thrash Metal;Campos dos Goytacazes, Rio de Janeiro;On hold
2170;Evil Machines;Heavy Metal;São Luís, Maranhão;Active
2171;Evil Mayhem;Thrash/Black Metal;São Paulo, São Paulo;Split-up
2172;Evil Mind;Thrash Metal;Curitiba, Paraná;Split-up
2173;Evil Minds;Heavy Metal;Guarujá, São Paulo;Active
2174;Evil of the Century;Heavy Metal;Mococa, São Paulo;Active
2175;Evil Project;Death Metal;Curitiba, Paraná;Active
2176;Evil Remains;Thrash/Heavy Metal;Jaú, São Paulo;Active
2177;Evil Sense;Thrash Metal;São Paulo, São Paulo;Active
2178;Evil Slaughter;Thrash Metal;Rio de Janeiro, Rio de Janeiro;On hold
2179;Evil Syndicate;Death/Thrash Metal;Manaus, Amazonas;Active
2180;Evil's Attack;Death/Thrash/Black Metal;Suzano, São Paulo;Active
2181;Evilbringer;Black/Death/Thrash Metal;Manaus, Amazonas;Active
2182;Evilcult;Speed/Black/Thrash Metal;Bento Gonçalves, Rio Grande do Sul;Active
2183;Evilcünt;Thrash/Death Metal;Canoinhas, Sao Paulo;Changed name
2184;Evildead;Heavy Metal;Avaré, São Paulo;Active
2185;Evilhammer;Thrash Metal;Contagem, Minas Gerais;Split-up
2186;Evilmancer;Heavy Metal;Teresina, Piauí;Active
2187;Evilness;Thrash Metal;Duque de Caxias, Rio de Janeiro;Active
2188;Evilrazor;Thrash Metal;Mossoró, Rio Grande do Norte;Active
2189;Evilrise;Death Metal;São Paulo;Active
2190;EvilRock;Heavy/Thrash Metal with Death Metal influences;;Unknown
2191;Evilusions;Melodic Heavy Metal;Curitiba, Paraná;Unknown
2192;Evilust;Black/Thrash Metal;Campo Belo, Minas Gerais;Active
2193;Evilwar;Black Metal;Curitiba, Paraná;Split-up
2194;Evisceration;Death Metal;;Split-up
2195;Evisceration Blast;Death Metal;Campinas, São Paulo;Unknown
2196;Evocati;Heavy Metal;Recife, Pernambuco;Active
2197;Evocation;Black Metal;Porto Alegre, Rio Grande do Sul;Split-up
2198;Evocomorte;Black Metal;Natal, Rio Grande do Norte;On hold
2199;Evoked;Black Metal;Recife, Pernambuco;Active
2200;Evoked Damnation;Death Metal;São José do Rio Preto, São Paulo;Split-up
2201;Evoker;Thrash/Death Metal;Belo Horizonte, Minas Gerais;Split-up
2202;Evokers;Brutal Death Metal;São Paulo, São Paulo;Split-up
2203;Evora;Progressive Metal;São Paulo, São Paulo;Split-up
2204;Evrah;Black Metal;Recife, Pernambuco;Active
2205;Ex Machina;Metalcore;Belo Horizonte, Minas Gerais;Active
2206;Ex Necr'Occasvs...;Black/Death/Doom Metal;Piraju, São Paulo;Split-up
2207;Ex-Defuntos;Death Metal/Grindcore;Natal, Rio Grande do Norte;Active
2208;Ex-hortation;Death/Doom/Gothic Metal;São Paulo, São Paulo;Split-up
2209;Excalibur;Heavy Metal;Campos do Jordão, São Paulo;Active
2210;Excalibur;Heavy Metal;Campos dos Goytacazes, Rio de Janeiro;Split-up
2211;Excambau;Thrash Metal;São Paulo, São Paulo;Active
2212;Excellence;Melodic Heavy Metal/Hard Rock;Ijuí, Rio Grande do Sul;Active
2213;Exception;Death Metal;Florianópolis, Santa Catarina;Active
2214;Exception;Heavy Metal;Manaus, Amazonas;Active
2215;Excídio;Death Metal;Campos dos Goytacazes, Rio de Janeiro;Split-up
2216;Excisio;Black/Doom/Folk Metal;Suzano, São Paulo;Active
2217;Excommunication;Black Metal;São Paulo, São Paulo;Active
2218;Excoria;Groove Metal;Betim, Minas Gerais;Active
2219;Excruciate;Death/Thrash Metal;São Bernardo do Campo, São Paulo;Split-up
2220;Excruciation;Death Metal/Grindcore;Santos, São Paulo;Split-up
2221;Execração;Black/Death/Thrash Metal;São Paulo, São Paulo;Active
2222;Execração Demoníaca;Black Metal;Aracaju, Sergipe;Active
2223;Execrado;Black/Death Metal;Formosa, Goiás;Active
2224;Execrate;Death Metal;Ponta Grossa, Paraná;Active
2225;Execration;Death/Black/Doom Metal;Guarapiranga, São Paulo;Split-up
2226;Execrator;Death Metal;Piracicaba, São Paulo;Split-up
2227;Executer;Thrash Metal;Amparo, São Paulo;Active
2228;Executor;Death Metal;Ubá, Minas Gerais;Split-up
2229;Executor;Thrash Metal;Aracaju, Sergipe;Active
2230;Executtioner;Thrash Metal;Maringá, Paraná;Split-up
2231;Exekution;Death Metal;;Unknown
2232;Exequator;Thrash/Groove/Heavy Metal;Bagé, Rio Grande do Sul;Active
2233;Exequial;Atmospheric Black Metal;Taboão da Serra, São Paulo;Split-up
2234;Exhort;Heavy/Power Metal;São Paulo, São Paulo;Split-up
2235;Exhortation;Death/Thrash Metal;Capivari, São Paulo;Split-up
2236;Exício;Grindcore;São João del-Rei, Minas Gerais;Active
2237;Exiled;Thrash Metal;São Paulo, São Paulo;Split-up
2238;Exillium;Melodic Death Metal/Metalcore;;Active
2239;Existência Desperdiçada;Black Metal;São Paulo;Active
2240;Existencial Death;Death Metal;Ubá, Minas Gerais;Active
2241;Exit 11;Heavy Metal;Caxias do Sul, Rio Grande do Sul;Unknown
2242;Exit Hell;Death/Thrash Metal;Taguatinga, Distrito Federal;Split-up
2243;Exkil;Thrash Metal;Piracicaba, São Paulo;Active
2244;Êxodo;"Thrash Metal (early); Groove Metal (later)";Belo Horizonte, Minas Gerais;Split-up
2245;Exon;Thrash Metal;São Paulo, São Paulo;Split-up
2246;Exor;Thrash/Death Metal;Santa Luiza, Minas Gerais;Split-up
2247;Exorcismo;Thrash Metal;Recife, Pernambuco;Active
2248;Exorcista;Thrash/Death Metal;Montes Claros, Minas Gerais;Active
2249;Exorcista;Death/Thrash Metal;;Split-up
2250;Exorcizm;Black/Death Metal;Itapira, São Paulo;Split-up
2251;Exorddium;Heavy Metal;Contagem, Minas Gerais;Active
2252;Exordium;Gothic Metal;Campinas, São Paulo;Unknown
2253;Exortta;Symphonic Black/Doom Metal;Belo Horizonte, Minas Gerais;Active
2254;Expantor;Thrash Metal;Resende, Rio de Janeiro;Active
2255;Expiring;Death Metal;Agudos, São Paulo;Split-up
2256;Explicit Hate;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Active
2257;Explicit Repulsion;Thrash Metal/Crossover;Santos, São Paulo;Split-up
2258;Expose Your Hate;Death Metal/Grindcore;Natal, Rio Grande do Norte;Active
2259;Expulser;Death/Thrash Metal;Lavras, Minas Gerais;Active
2260;Expurgo;Grindcore;Belo Horizonte, Minas Gerais;Active
2261;Exsecratio;Melodic Black Metal;Brasília, Distrito Federal;Active
2262;Exsequiale;Black Metal;Belo Horizonte, Minas Gerais;Active
2263;Exsim;Grindcore/Sludge/Thrash Metal;Recife, Pernambuco;Split-up
2264;Exterminate;Brutal Death Metal;Porto Alegre, Rio Grande do Sul;Active
2265;Exterminate Messiah;Black Metal;Dourados, Mato Grosso do Sul;Active
2266;Exterminator;Black/Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
2267;Exterminatorium;Brutal Death Metal;São Paulo, São Paulo;Active
2268;Extermínio;Death Metal;Dourados, Mato Grosso do Sul;Active
2269;Extermínio;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
2270;Extinction Remains;Death/Doom Metal/Crust;Brasília, Distrito Federal;Active
2271;Extorsion;Death/Thrash Metal;Vila Curuçá, São Paulo;Split-up
2272;Extração Craniana;Goregrind;Campo Grande, Mato Grosso do Sul;On hold
2273;Extreme Hate;Death Metal/Grindcore;Belo Horizonte, Minas Gerais;Split-up
2274;Extreme Repulse;Death Metal;Crato, Ceará;Active
2275;Extreme Violence;Thrash Metal/Crossover;Macaé, Rio de Janeiro;Split-up
2276;Extreme Warning;Thrash Metal;Manaus, Amazonas;Active
2277;Extremocaos;Thrash Metal;Olinda, Pernambuco;Unknown
2278;Extremunção;Doom/Death Metal;Cuiabá, Mato Grosso;Split-up
2279;Exumação de Anneliese;Raw Black Metal;São Paulo, São Paulo;Active
2280;Exumados;Death/Thrash Metal;São Paulo, São Paulo;Active
2281;Exumar;Black Metal;Petrolina, Pernambuco;Active
2282;Exutory;Goregrind;Belo Horizonte, Minas Gerais;Changed name
2283;Exxon;Death/Thrash Metal;Ponta Grossa, Paraná;Split-up
2284;Exxxekkkutttor;Death/Thrash Metal;São Paulo, São Paulo;Split-up
2285;Exylle;Thrash Metal;Curitiba, Paraná;Active
2286;Eyes of Beholder;Heavy Metal;São Paulo, São Paulo;Active
2287;Eyes of Gaia;Heavy Metal;São Paulo, São Paulo;Active
2288;Eyes of Shiva;Melodic Heavy/Power Metal;Bauru (early)/São Paulo (later), São Paulo;Split-up
2289;Eyjafjallajökull;Raw Black Metal;;Active
2290;Ezur Vedan;Black Metal;Barbacena, Minas Gerais;Split-up
2291;F & M;Raw Black Metal;Minas Gerais;Active
2292;Fábio Laguna;Progressive Metal/Shred;Mococa, São Paulo;Active
2293;Fábrica Morta;Black Metal;;Active
2294;Facada;Grindcore/Crust/Death Metal;Fortaleza, Ceará;Active
2295;Facas;Sludge Metal;Curitiba, Paraná;Active
2296;Facção Suicida;Thrash/Death Metal;Santos, São Paulo;Split-up
2297;Faccion de Sangre;Thrash Metal/Crossover;São Bernardo do Campo, São Paulo;Split-up
2298;Face do Horror;Death Metal/Grindcore;Rio Negrinho, Santa Catarina;Active
2299;Face It Out;Groove Metal;Lorena, São Paulo;Active
2300;Face of Desaster;Thrash/Speed Metal;São Bernardo do Campo, São Paulo;Active
2301;Faceless;Power/Progressive Metal;São Bernardo do Campo, São Paulo;Split-up
2302;Faces of Death;Thrash Metal;Pindamonhangaba, São Paulo;Active
2303;Faces of Madness;Heavy Metal;São Paulo, São Paulo;Split-up
2304;Faces of War;Heavy Metal;Fortaleza, Ceará;Active
2305;Facetumor;Death Metal;Fortaleza, Ceará;Active
2306;Facing Fear;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
2307;Facínora;Thrash Metal;Belo Horizonte, Minas Gerais;Active
2308;Factor Cross;Melodic Heavy/Power Metal;Aracaju, Sergipe;Unknown
2309;Factor Kill;Thrash Metal;Nova Lima, Minas Gerais;Active
2310;Fafnir;Melodic Death Metal;Salto, São Paulo;Active
2311;Fahrenheit;Thrash/Death Metal;Teresina, Piauí;Split-up
2312;FairOff;Melodic Heavy Metal;São Paulo, São Paulo;Split-up
2313;Fairytale;Power Metal;Bauru, São Paulo;Unknown
2314;Faithless;Thrash Metal;São Bernardo do Campo, São Paulo;Split-up
2315;Fake Heroes;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
2316;Falange;Thrash Metal;Santo André, São Paulo;Active
2317;Falanstèr;Symphonic Metal;Belo Horizonte, Minas Gerais;Active
2318;Falha;Death Metal;Brasília, Distrito Federal;Active
2319;Fall to Die;Doom/Post-Metal;Florianópolis, Santa Catarina;Active
2320;Fallen Angel;Heavy Metal;Brasília, Distrito Federal;Changed name
2321;Fallen Angels;Power Metal;Osasco, São Paulo;Split-up
2322;Fallen Gabriel;Black Metal;Rio De Janeiro;Active
2323;Fallen Idol;Doom Metal;Arujá, São Paulo;Active
2324;Fallen Shadows;Melodic Groove/Heavy Metal;Itapetininga, São Paulo;Active
2325;Falling in Disgrace;Death/Thrash Metal;Jaboatão dos Guararapes, Pernambuco;Active
2326;Falls of Silence;Melodic Death Metal/Deathcore;Brasília, Distrito Federal;Active
2327;Falsa Luz;Raw Black Metal/Punk;Belo Horizonte, Minas Gerais;Active
2328;Fantasma;Doom Metal;Dourados, Mato Grosso do Sul;Active
2329;Fantasmyc;Symphonic Heavy Metal;Franca, São Paulo;Active
2330;Fantôme Oublié;Black Metal;;Active
2331;Fanttasma;"Post-Black/Doom Metal (early); Atmospheric Rock (later)";São Paulo, São Paulo;Active
2332;Far Beyond Empire;Melodic Groove/Death Metal;Rio de Janeiro, Rio de Janeiro;Active
2333;Far Beyond Infinity;Doom/Death Metal;Anápolis, Goiás;Active
2334;Far from Everything;Ambient/Atmospheric Black Metal;;Active
2335;Farda;Black Metal/RAC;;Active
2336;Farpado;Groove/Death Metal;Campos Gerais, Minas Gerais;Active
2337;Farscape;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Active
2338;Fast Evil;Speed Metal;Teresina, Piauí;Active
2339;Fastígio;Raw/Atmospheric Black Metal, Ambient;Blumenau, Santa Catarina;Split-up
